AdoptionSpeed,MaturitySize,FurLength,Dewormed,Vaccinated,Sterilized,Health,Fee,Age
1,2,1,1,2,2,1,0,2
2,1,2,3,3,1,1,0,2
4,2,2,1,2,2,1,20,8
1,3,1,2,2,2,1,0,3
1,1,2,2,2,2,1,0,4
2,3,2,1,1,2,1,0,4
1,2,1,2,2,2,1,0,2
2,2,1,2,2,1,1,0,7
0,1,1,2,2,2,1,0,2
4,2,1,2,2,3,1,0,1
4,2,1,1,1,1,1,0,19
4,1,2,1,1,1,1,0,3
4,2,2,1,1,1,1,200,54
1,1,1,1,2,2,2,0,1
2,2,2,1,1,2,1,0,3
4,1,1,2,2,2,1,0,2
2,1,2,1,1,1,1,0,120
3,2,1,1,2,1,1,0,12
1,3,3,1,1,2,1,0,4
1,2,2,1,1,2,1,0,2
4,1,1,2,2,2,1,0,3
3,2,1,1,1,2,1,0,2
3,1,1,2,2,2,2,100,2
3,2,1,2,2,2,1,20,3
1,2,1,2,2,2,1,0,0
2,2,2,1,1,1,1,30,4
1,1,2,1,2,2,1,0,2
2,3,1,1,1,2,1,0,4
1,2,2,2,2,2,1,0,4
4,2,1,2,2,2,1,0,2
1,1,1,3,3,2,1,0,1
1,2,2,1,3,1,1,0,60
2,2,1,2,2,2,1,0,1
2,3,1,1,1,1,1,0,5
2,2,2,2,2,2,1,0,1
1,1,2,1,2,3,1,0,2
4,2,1,3,3,2,1,0,36
4,2,2,1,2,2,1,0,3
2,2,2,1,2,2,1,0,3
2,2,1,2,2,2,1,0,2
1,2,2,2,2,2,1,0,1
3,2,1,1,1,2,1,0,2
1,2,2,2,2,2,1,0,4
1,3,1,1,1,1,1,0,15
2,2,2,2,2,2,1,20,2
1,2,2,1,1,2,1,0,2
1,2,2,2,2,2,1,0,12
1,2,2,1,1,2,1,0,18
3,1,3,1,2,2,1,0,3
3,1,2,2,2,2,1,0,1
4,2,1,1,1,1,1,0,32
3,2,1,1,1,1,1,0,60
4,2,2,1,1,1,1,0,24
4,3,2,1,1,1,1,0,14
2,2,1,2,2,2,1,1,1
4,2,1,3,3,1,1,0,14
2,2,1,1,2,2,1,0,3
2,2,3,1,1,2,1,0,18
4,2,1,3,3,3,1,0,7
4,2,1,1,1,1,1,0,24
1,1,1,1,1,1,1,300,12
4,3,1,3,3,2,2,0,12
3,1,2,1,2,2,1,0,2
4,2,1,1,1,1,1,0,12
4,2,1,1,1,1,1,0,28
2,2,1,3,3,2,2,0,108
1,2,1,2,2,2,1,20,2
2,2,1,3,3,2,1,0,1
3,1,1,2,2,2,1,0,1
1,3,2,1,1,2,1,0,4
3,2,2,1,1,1,1,300,48
4,2,1,2,2,2,1,0,12
1,3,2,1,1,2,1,600,4
3,2,1,1,1,1,1,0,36
4,2,1,1,1,1,1,250,15
1,1,1,1,1,2,1,0,2
4,1,1,1,2,2,1,0,2
1,2,1,1,1,2,1,0,4
3,2,1,1,1,2,1,50,5
2,2,1,1,2,2,1,0,5
1,1,2,1,2,2,1,100,4
2,2,2,2,2,2,1,0,2
2,2,1,1,1,2,1,0,2
2,2,1,1,1,2,1,0,2
2,2,2,2,2,2,1,0,1
3,2,1,1,1,2,1,0,1
4,2,1,1,1,1,1,120,12
2,2,2,1,3,3,1,0,48
1,2,1,2,2,2,1,0,1
4,2,1,1,1,2,1,0,12
4,2,2,3,3,3,1,0,2
1,2,2,1,1,2,1,200,2
3,2,1,3,3,3,1,0,3
3,2,1,2,2,2,1,0,2
3,2,1,1,1,1,1,0,14
4,1,1,1,1,1,1,10,5
1,1,2,1,2,2,3,0,2
4,2,2,2,2,2,1,0,1
3,2,1,2,2,1,1,0,36
1,3,3,1,1,2,1,0,36
3,2,2,1,1,2,1,0,3
1,1,1,2,2,2,1,0,4
3,2,2,1,1,3,1,250,9
2,3,2,1,2,3,1,40,2
2,1,1,2,2,2,1,0,1
2,2,1,1,2,2,1,0,4
4,2,1,2,2,2,1,0,4
3,2,1,1,2,2,1,0,2
1,2,2,1,1,2,1,300,16
3,2,1,1,2,2,1,0,2
3,2,1,1,1,2,1,0,3
4,1,2,3,3,3,1,0,120
1,2,1,1,2,2,1,0,2
3,1,1,1,2,2,1,0,2
4,1,1,1,1,1,1,0,3
1,2,3,1,1,1,1,0,84
4,2,1,1,2,3,1,0,1
2,1,1,1,1,2,1,400,18
1,1,2,2,2,2,1,0,2
3,1,1,1,2,2,1,50,2
3,1,1,1,1,1,1,0,9
4,3,1,1,1,3,1,100,17
4,2,1,1,1,2,1,50,3
4,2,1,3,3,3,1,0,36
3,1,2,1,2,2,1,0,3
2,2,1,2,2,2,1,15,1
3,2,1,1,1,2,1,0,2
1,2,2,2,2,2,1,0,1
3,2,1,3,3,3,1,0,12
1,2,1,1,2,2,1,0,1
3,2,1,3,3,3,1,0,1
1,2,1,2,2,2,1,0,1
3,2,1,1,2,2,1,0,3
4,2,2,1,2,2,1,0,2
3,2,2,2,2,2,1,0,2
4,2,3,2,2,2,1,0,3
2,1,2,1,1,1,1,0,5
0,2,2,1,2,2,3,0,3
3,2,2,1,1,2,1,0,2
3,2,2,2,2,2,3,0,18
3,2,2,1,1,2,1,0,12
1,2,1,2,2,2,1,0,2
2,2,1,2,2,3,1,0,6
2,2,1,1,1,2,1,10,2
3,2,1,1,2,1,1,150,2
1,1,1,2,2,2,1,0,3
2,1,1,2,2,2,1,0,1
4,2,2,2,2,2,1,0,3
4,3,1,1,1,1,1,200,5
2,2,2,2,2,2,1,0,3
1,1,1,1,2,2,1,0,1
2,2,3,1,1,1,1,0,8
0,2,1,3,3,2,1,0,2
4,2,1,1,1,1,1,0,12
4,2,1,1,1,1,1,0,9
3,2,1,2,2,2,1,0,1
4,2,1,1,1,1,1,80,33
2,2,1,1,2,2,1,0,1
4,2,1,1,2,1,1,0,5
1,1,2,2,2,2,1,0,2
2,1,1,2,2,2,1,0,5
3,1,2,3,3,3,1,0,3
4,2,1,2,2,2,1,0,6
3,2,1,1,1,1,1,0,24
1,2,2,1,2,1,1,30,2
4,2,3,1,1,3,1,300,48
4,2,2,1,1,1,1,0,12
4,2,1,2,2,2,1,0,4
1,2,1,1,1,2,1,0,3
1,2,1,1,2,2,1,0,2
1,2,1,1,2,2,1,0,3
2,2,1,2,2,2,1,0,1
4,2,2,1,1,2,1,0,36
4,2,2,1,2,2,1,0,1
2,3,1,1,1,1,1,0,16
1,2,1,2,2,2,1,0,1
2,2,2,3,3,3,1,0,5
3,2,2,2,2,2,1,0,2
1,2,2,1,2,2,1,0,1
4,2,2,1,1,2,1,0,3
4,2,1,1,1,1,1,0,6
3,2,1,2,2,2,1,0,2
2,2,2,1,1,1,1,0,6
2,2,1,1,1,2,1,0,2
3,2,1,1,2,2,1,50,2
1,3,2,2,2,3,1,30,10
1,2,2,1,3,3,1,30,6
0,2,1,2,2,2,1,0,2
1,2,2,2,2,2,2,0,0
2,1,3,3,3,2,1,0,18
4,2,1,2,2,2,1,0,3
1,2,3,1,1,1,1,0,72
4,3,2,3,3,1,2,300,24
0,2,1,1,1,1,1,0,1
1,2,1,2,2,2,1,0,2
2,2,1,2,2,2,1,0,2
1,2,2,3,2,2,1,20,2
4,2,2,1,1,2,1,0,4
2,1,1,1,2,2,1,0,2
3,3,2,2,2,2,1,120,4
4,1,3,1,1,1,1,0,48
4,2,2,1,1,1,1,0,48
3,3,1,1,1,1,1,0,24
1,3,2,1,1,1,1,250,7
1,1,1,1,2,2,1,0,1
1,2,1,1,2,2,1,0,1
2,2,2,2,2,2,1,0,3
3,1,2,2,2,2,1,100,3
1,2,3,1,2,2,1,100,3
2,2,2,1,3,2,1,0,3
4,2,1,1,1,1,1,0,8
0,2,2,1,1,2,1,0,2
1,2,2,1,1,1,1,0,60
2,2,2,1,1,2,1,0,3
1,3,1,1,1,2,1,0,5
4,2,1,1,1,3,1,0,7
3,2,1,3,3,3,1,0,0
2,1,1,1,2,2,1,0,1
2,2,2,1,1,2,1,0,2
3,2,1,1,1,2,1,0,2
1,2,2,2,2,2,1,0,3
1,1,1,2,2,2,1,0,0
3,2,1,1,2,2,1,0,2
3,2,2,1,2,2,1,0,2
4,2,1,1,1,1,1,0,10
3,2,1,1,2,2,1,0,2
4,2,1,1,1,1,1,0,43
4,3,1,1,2,1,1,0,108
4,2,2,2,1,2,1,40,2
4,2,2,3,3,3,1,0,1
2,2,1,2,2,2,1,20,2
2,3,3,1,1,2,1,0,32
2,2,2,3,3,3,1,0,1
2,2,1,1,1,2,1,0,2
2,2,1,1,1,2,1,0,6
3,1,2,2,2,2,1,0,4
2,2,1,2,2,2,1,0,1
3,2,1,3,3,2,1,0,4
4,2,2,1,2,2,1,0,1
0,1,3,2,2,2,1,0,17
4,3,1,1,1,2,1,0,9
1,2,1,2,2,2,1,0,2
2,1,1,3,3,2,2,0,24
1,1,3,1,1,2,1,150,24
3,2,1,2,2,2,1,0,2
1,2,1,2,2,2,1,0,1
3,1,1,1,1,1,1,0,5
1,2,1,2,2,2,1,0,2
1,3,1,2,2,2,1,0,1
3,2,1,3,3,2,1,0,2
4,2,1,2,2,2,1,0,4
4,2,2,1,1,2,1,0,4
4,2,1,3,2,3,1,0,9
4,2,2,1,1,2,1,0,10
3,2,1,2,2,2,1,0,7
2,2,1,1,1,1,1,100,5
3,1,3,1,1,1,1,200,8
1,2,3,1,2,2,1,50,2
4,2,1,1,1,1,1,0,10
2,2,2,2,2,2,1,0,2
2,2,1,1,1,2,1,0,4
2,2,1,3,3,2,1,0,3
3,2,2,2,2,2,1,0,2
2,2,2,2,2,2,1,0,5
3,1,3,3,3,2,1,0,60
1,2,2,1,1,1,1,0,32
2,2,1,1,1,1,1,0,8
2,3,1,1,1,1,1,50,4
4,3,1,1,1,1,1,0,12
3,2,2,3,1,2,1,0,1
2,2,1,1,1,2,1,0,1
1,2,1,1,3,1,1,8,6
1,2,2,2,2,2,1,0,1
2,2,2,2,2,2,1,0,1
4,2,1,1,1,1,1,0,8
2,1,2,2,2,2,1,0,1
1,2,2,1,1,2,1,80,2
2,1,1,1,2,2,1,0,2
1,3,1,1,1,2,1,0,15
1,2,1,1,1,1,1,0,15
3,2,2,3,3,2,1,0,1
2,2,1,2,2,2,1,0,1
3,2,1,2,2,2,1,0,2
3,2,1,2,1,2,1,0,4
2,2,2,2,2,2,1,0,1
1,1,1,1,1,1,1,0,12
4,2,1,1,1,1,1,0,84
0,2,2,1,1,2,1,100,6
1,2,1,1,1,1,1,0,4
4,2,1,3,3,3,1,0,4
3,3,2,1,1,1,1,200,12
2,1,1,3,3,1,1,0,10
1,2,1,2,2,2,1,0,2
2,3,1,1,1,1,1,0,48
4,2,2,2,1,1,2,0,12
0,1,1,1,2,2,1,160,1
4,2,1,1,2,2,1,0,12
2,2,1,2,2,2,1,0,2
2,1,1,2,2,2,1,0,1
1,1,1,1,1,1,1,50,3
2,2,2,1,1,2,1,0,3
4,2,1,2,1,2,1,0,3
4,2,1,1,1,1,1,0,4
1,2,2,1,1,2,1,0,3
4,2,1,1,1,1,1,0,36
2,2,2,1,1,1,1,0,24
3,2,2,2,2,2,1,0,3
2,2,1,1,2,2,1,0,1
1,1,1,1,1,2,1,0,4
1,2,2,1,1,1,1,0,12
0,2,1,2,2,2,1,0,28
4,2,1,3,3,3,2,0,36
4,2,2,2,1,1,1,0,12
4,1,1,1,1,1,1,0,8
2,2,1,2,2,2,1,0,1
4,3,2,1,1,1,1,160,60
3,2,1,3,3,3,1,0,12
3,2,1,1,1,2,1,0,2
1,2,2,1,1,2,1,0,1
1,3,2,1,1,2,1,0,7
4,2,1,2,2,2,1,0,1
0,1,1,2,2,2,1,0,2
4,2,1,1,1,2,1,0,2
1,1,2,2,2,2,1,0,1
4,2,1,1,1,1,1,0,6
3,2,1,2,2,1,1,0,9
3,2,1,2,2,2,1,0,2
2,2,1,1,2,2,1,0,3
1,1,2,2,2,2,1,0,2
4,1,2,1,2,2,1,0,3
4,2,1,1,1,1,1,0,12
1,1,1,3,3,3,1,0,2
4,2,1,3,3,2,1,50,4
3,1,2,2,2,2,1,250,0
2,1,1,1,1,2,1,300,60
3,2,1,1,1,2,1,0,4
1,3,3,1,3,3,1,0,36
2,2,2,1,1,2,1,0,3
2,2,2,1,2,2,1,0,9
4,2,1,1,1,1,1,0,27
3,2,1,2,2,2,1,0,1
3,2,1,1,2,2,1,0,1
1,1,1,1,3,2,1,50,10
1,1,2,2,2,2,1,0,2
4,2,2,2,1,2,1,0,12
4,2,1,3,3,2,1,0,212
2,2,2,1,1,2,1,0,2
1,2,1,3,3,3,1,0,6
4,2,1,2,2,2,1,0,3
3,1,2,1,2,2,1,0,3
3,1,2,2,2,2,1,30,1
3,2,1,1,1,1,1,0,30
4,1,1,1,2,2,1,0,1
4,2,1,1,2,2,1,30,3
1,2,1,1,1,1,1,0,30
2,2,1,1,1,2,1,0,2
4,2,1,1,2,1,1,0,6
4,3,1,2,2,2,1,0,24
2,2,1,2,2,2,1,0,1
4,3,3,1,1,3,1,0,13
2,2,1,1,1,1,1,0,17
3,2,1,2,2,2,1,20,2
4,2,1,3,3,2,1,0,24
4,2,1,1,1,1,1,0,15
2,2,2,2,2,2,1,0,1
1,1,1,2,2,2,1,0,1
2,2,1,3,2,2,1,0,2
1,1,1,2,2,2,1,0,2
3,2,1,1,2,2,1,0,2
4,2,1,1,1,1,1,0,36
4,2,1,1,1,1,1,300,18
3,2,1,1,1,2,1,0,2
2,1,1,2,2,2,1,0,5
1,2,1,1,2,2,1,0,2
1,3,2,1,1,2,1,0,46
4,2,1,1,1,1,1,0,48
4,2,1,1,2,2,1,30,3
1,1,1,1,2,2,1,0,2
3,1,1,1,1,1,1,0,14
2,2,1,1,1,2,1,0,1
4,2,1,1,1,1,1,0,21
4,2,1,1,1,2,1,0,3
1,2,2,2,2,2,1,0,2
1,3,3,1,1,2,1,100,10
3,2,1,1,1,2,1,0,2
3,3,2,1,1,2,1,0,7
4,2,1,1,1,2,1,0,14
2,2,2,2,2,2,1,0,4
2,2,2,1,1,1,1,0,12
2,1,2,2,2,2,1,0,1
1,1,1,2,2,2,1,0,2
4,2,1,1,2,2,1,0,2
3,2,2,1,2,2,1,0,0
4,2,2,3,3,3,1,0,6
4,2,1,1,1,1,1,0,24
3,2,1,1,1,1,1,0,84
3,2,1,2,2,2,1,0,1
2,2,1,2,2,2,1,100,4
4,2,1,1,1,1,1,0,7
0,1,1,2,2,2,1,0,2
1,2,2,1,2,2,1,0,2
1,2,1,1,2,2,1,0,2
4,2,1,1,1,1,2,0,24
1,2,1,1,2,2,1,50,1
1,2,2,1,1,2,1,0,3
2,2,1,1,2,2,1,0,3
0,2,1,1,1,2,1,0,2
4,2,1,1,1,2,1,0,19
3,3,1,1,1,2,1,0,1
1,2,1,1,2,2,1,0,4
1,2,2,2,2,2,1,0,4
3,2,1,1,1,1,1,0,72
1,1,1,1,2,2,1,0,1
0,2,1,2,2,2,1,0,4
4,2,1,1,1,2,1,0,12
2,2,2,2,2,2,1,0,3
2,1,1,1,3,3,1,30,3
4,2,2,1,1,2,1,0,10
2,2,1,1,1,1,1,10,30
0,2,1,1,1,1,1,0,3
3,2,1,1,2,2,1,0,2
2,2,1,2,2,2,1,0,1
3,1,1,2,2,2,1,0,3
0,2,2,1,1,2,1,350,4
3,2,2,1,3,2,1,0,24
4,2,2,1,1,2,1,150,8
1,1,1,1,1,1,1,0,36
4,2,1,1,1,1,1,250,72
2,2,1,2,2,2,1,0,2
1,2,1,1,2,2,1,0,3
0,1,1,2,2,2,1,0,2
2,1,1,2,2,2,1,0,1
2,2,2,1,3,2,1,0,2
1,2,1,2,2,2,1,0,2
4,2,2,2,1,2,1,0,5
2,1,1,2,2,2,1,0,1
1,2,1,1,2,2,1,0,2
2,1,1,1,1,2,1,0,120
2,2,1,1,1,1,1,0,36
2,2,2,3,3,2,1,0,3
4,1,1,1,1,2,1,200,4
4,1,2,1,1,2,1,0,4
1,3,2,3,3,3,1,0,12
4,2,1,1,1,1,1,160,24
2,2,1,1,2,1,1,0,12
2,2,2,3,3,3,1,0,12
2,1,2,2,2,2,1,0,1
2,2,1,1,1,1,1,0,21
3,2,1,1,1,2,1,0,6
2,1,1,2,2,2,1,0,1
4,2,2,3,3,3,1,0,5
2,2,1,2,2,2,1,0,1
2,2,2,2,2,2,1,0,3
4,1,2,1,1,1,1,0,3
0,2,2,1,1,1,1,0,7
0,3,2,1,2,3,1,0,2
4,1,1,2,2,2,1,0,3
2,2,1,1,2,2,1,0,1
2,2,1,1,2,2,1,0,1
3,3,1,3,3,2,1,0,12
2,2,2,2,2,2,1,0,1
4,1,1,1,1,2,1,100,4
4,2,2,2,2,2,1,0,36
3,1,1,2,2,2,1,0,1
3,2,1,1,1,2,1,0,2
3,3,1,1,1,1,1,0,36
4,1,1,1,1,1,1,0,12
3,2,1,1,1,1,1,0,12
2,2,2,3,3,3,1,0,12
4,2,1,1,2,2,1,0,3
1,1,1,3,3,2,1,0,1
3,2,2,3,3,2,1,0,1
0,2,1,2,2,2,1,0,0
1,2,1,2,2,2,1,0,2
1,2,1,1,2,2,1,0,2
2,2,2,1,1,2,1,0,2
4,2,1,1,1,2,1,0,4
3,2,2,1,1,2,1,0,4
4,2,1,1,1,1,1,0,26
1,1,1,3,3,3,1,0,0
4,1,2,1,2,2,1,50,3
2,2,2,1,2,3,1,0,1
2,1,2,1,1,1,1,0,36
3,1,1,2,2,2,1,0,2
2,2,2,1,1,2,1,0,2
4,3,1,1,1,1,1,0,12
3,1,1,1,1,2,1,0,3
2,2,2,2,2,2,1,0,2
3,2,1,1,1,2,1,0,3
1,2,1,2,2,2,1,50,7
4,2,1,1,2,2,1,0,2
4,2,1,1,1,2,1,0,3
2,2,1,1,1,2,1,0,4
3,2,1,1,2,2,1,0,1
3,2,1,3,3,2,1,0,2
2,2,2,2,2,2,1,0,9
3,1,2,2,2,3,1,150,3
3,1,1,1,1,2,1,0,5
1,1,1,2,2,2,1,0,0
4,2,1,2,2,1,1,0,3
2,1,1,1,1,1,1,0,18
1,2,1,1,2,2,1,0,2
2,2,2,2,2,2,1,0,1
3,2,1,2,2,2,1,0,2
4,1,2,1,2,2,1,0,2
3,2,2,2,2,2,1,0,2
2,2,1,3,3,3,1,0,4
3,2,1,1,1,1,1,0,24
3,2,1,1,1,1,1,0,3
4,2,2,3,3,3,1,0,32
1,2,2,2,2,2,1,20,1
3,2,2,2,2,2,1,0,1
2,2,1,1,1,2,1,0,6
2,2,1,2,2,2,1,0,1
2,3,2,2,2,2,1,180,18
2,2,1,1,1,2,1,0,3
1,3,2,2,1,1,1,320,36
1,2,3,3,3,2,1,150,6
4,2,1,1,1,1,1,0,24
3,2,2,1,1,2,1,0,3
1,1,2,2,2,2,1,0,2
2,1,1,3,1,2,1,0,2
3,2,1,1,1,1,1,0,5
2,2,2,1,1,1,1,0,10
4,2,2,2,2,2,1,0,8
4,3,1,1,1,2,1,0,2
4,2,1,2,2,3,1,0,29
2,2,1,2,2,2,1,0,1
3,1,2,1,1,2,1,0,4
3,2,1,2,2,2,1,100,2
4,2,2,1,1,1,1,0,48
3,2,2,3,3,3,1,0,0
2,2,2,1,2,2,1,0,3
3,2,1,1,1,1,1,0,2
3,2,1,3,3,2,1,0,1
2,2,2,2,2,2,1,0,3
4,1,1,1,1,2,1,0,4
2,2,1,2,2,2,1,0,2
2,2,1,1,1,1,1,0,5
3,1,2,2,2,2,1,0,1
4,2,2,1,1,3,1,0,24
2,3,1,1,1,2,1,0,3
3,1,1,1,1,1,1,0,12
2,2,1,1,1,2,1,50,12
4,2,1,2,2,2,1,0,4
3,2,1,1,1,2,1,0,4
2,1,1,2,2,2,1,0,2
4,2,1,1,1,1,1,0,24
4,2,1,2,2,2,1,0,1
3,2,1,2,2,1,1,8,24
3,2,1,2,2,2,1,0,4
1,1,1,2,2,2,1,0,2
2,2,1,2,2,2,1,0,2
4,2,2,3,3,3,2,1,24
4,1,2,2,2,2,1,0,9
3,3,2,1,1,2,1,0,4
3,2,1,3,3,2,1,0,1
1,2,2,2,2,2,1,100,5
1,2,1,1,1,2,1,0,3
1,2,2,1,1,2,1,0,2
1,2,1,3,3,3,1,0,1
4,2,1,1,1,2,1,40,1
2,1,1,1,3,2,1,0,2
2,2,1,1,1,1,1,0,12
4,2,2,2,2,3,1,0,1
2,3,2,3,3,2,1,0,4
4,2,2,2,2,2,1,0,3
4,2,1,1,1,1,1,0,3
2,3,2,1,2,2,1,0,12
4,1,3,1,3,2,1,0,108
2,2,1,2,2,2,1,0,1
2,1,1,1,2,1,1,0,6
2,2,1,1,2,2,1,0,0
0,3,2,1,1,1,1,100,26
3,2,2,1,1,2,1,0,2
2,2,1,1,1,1,1,0,8
1,2,2,1,1,1,1,0,8
1,2,1,1,2,2,1,0,5
4,2,1,1,1,2,1,0,4
1,2,1,1,2,2,1,0,1
4,2,1,2,2,1,1,0,4
4,2,1,1,1,1,1,0,24
3,2,1,1,2,2,1,0,2
2,3,1,1,1,2,1,235,4
2,2,1,1,2,2,1,0,2
2,1,1,2,2,2,1,0,1
4,1,2,1,1,2,1,150,14
4,2,1,2,2,2,1,0,6
2,2,1,2,2,2,1,0,3
2,2,1,2,2,3,1,1,2
3,2,3,1,1,1,1,0,48
1,2,3,3,3,3,1,0,3
2,3,2,1,3,2,1,200,84
2,2,2,1,1,2,1,0,2
2,1,2,1,2,2,1,0,2
2,2,2,3,2,3,1,0,15
1,2,1,1,1,1,1,100,6
4,3,1,1,1,2,1,0,12
4,2,1,2,2,2,1,0,2
3,2,2,1,2,1,1,0,12
3,2,1,3,3,1,1,0,7
2,2,1,1,2,2,1,0,1
1,1,2,2,2,2,1,0,1
3,3,2,2,2,2,1,0,8
3,2,1,2,2,2,1,0,4
3,2,2,3,3,2,1,0,1
1,2,2,3,2,2,1,0,2
1,3,1,1,1,2,1,0,57
3,2,2,1,1,1,1,0,11
4,3,2,1,1,3,1,100,9
2,2,1,1,1,2,1,0,3
2,3,3,1,1,2,1,600,9
1,1,1,2,2,2,2,0,36
4,2,1,1,1,2,1,0,2
3,2,2,2,2,2,1,0,18
1,3,3,3,1,3,1,0,96
2,1,1,2,2,2,1,0,3
4,2,1,2,2,2,1,0,8
1,1,1,1,1,2,1,0,2
4,2,2,1,1,1,1,0,30
4,2,1,2,2,2,1,0,0
3,1,1,1,1,2,1,0,3
1,3,1,1,2,2,1,0,18
2,2,1,2,2,2,1,0,1
2,2,1,1,2,2,1,80,2
4,1,1,1,1,2,1,0,4
2,2,1,1,2,2,1,0,3
3,2,1,1,1,2,1,0,1
3,2,1,1,1,2,1,0,2
2,2,1,2,2,2,1,0,1
4,2,1,1,1,2,1,0,3
4,2,2,1,1,1,1,0,84
2,2,1,2,2,2,1,0,2
3,2,2,1,2,2,1,0,3
3,3,2,3,3,3,2,0,24
3,2,1,3,3,2,1,0,3
4,1,1,1,1,1,1,0,7
2,1,1,2,2,2,1,0,1
1,2,2,1,1,2,2,0,60
1,1,1,1,1,1,1,100,54
4,1,1,2,2,2,1,0,1
1,2,1,1,1,2,1,50,4
4,2,1,1,2,2,1,0,12
4,2,2,3,3,3,1,0,12
1,1,2,2,2,2,1,0,4
2,2,1,1,1,2,1,0,3
1,1,2,2,2,2,1,0,2
1,3,2,3,3,3,1,0,3
2,2,2,2,2,2,1,0,1
3,2,2,2,2,2,1,0,2
3,2,1,1,1,1,1,0,12
2,2,1,3,3,3,1,0,2
0,2,2,1,1,1,1,0,9
1,1,1,2,2,2,1,0,2
2,1,1,2,2,2,1,0,2
2,1,1,2,2,2,1,0,2
2,2,2,2,2,2,1,0,1
1,2,2,2,2,2,1,0,2
4,1,1,1,2,2,1,50,2
4,3,2,1,1,2,1,250,2
2,1,2,1,1,1,1,0,5
2,2,1,2,2,2,1,0,2
2,2,1,1,1,2,1,0,5
4,2,2,3,3,3,1,0,2
3,1,2,1,1,1,1,0,24
2,2,1,1,2,2,1,0,3
2,2,1,1,1,2,1,0,3
0,1,1,3,3,3,1,0,2
1,2,2,2,2,2,1,0,2
0,2,1,1,2,2,1,0,2
1,2,2,1,2,2,1,200,3
4,2,1,2,1,2,1,0,4
2,2,1,1,1,1,1,100,4
4,1,1,2,2,2,2,0,12
2,2,1,1,2,2,1,0,4
1,2,2,1,1,2,1,150,18
4,2,1,1,1,1,1,0,12
3,2,2,1,2,2,1,0,5
1,2,2,1,2,1,1,0,5
4,2,1,1,1,1,1,0,30
1,2,2,1,3,2,2,0,12
1,2,2,1,2,2,1,0,2
2,2,2,2,2,1,1,0,10
4,2,1,1,1,1,2,0,21
4,2,1,1,1,2,1,0,3
2,3,1,1,1,1,1,0,2
3,2,1,1,1,2,1,0,4
4,2,1,2,2,3,1,0,3
1,2,1,2,2,2,1,0,1
1,1,1,2,2,2,1,0,1
4,2,1,3,3,2,1,0,12
1,2,1,2,2,2,1,20,2
4,2,1,1,1,2,1,0,3
1,2,1,1,2,2,1,0,3
4,2,1,1,2,2,1,0,3
3,2,2,1,1,2,1,0,5
3,2,1,1,1,1,1,0,9
2,2,2,2,2,3,1,0,2
1,2,1,2,2,2,1,0,2
4,2,1,2,2,3,1,0,2
4,2,2,2,2,2,1,10,2
4,2,1,1,1,2,1,150,2
4,2,1,1,1,1,1,150,1
4,2,2,3,3,3,2,0,24
2,2,1,1,2,2,1,50,2
0,2,1,2,2,2,1,0,4
2,2,1,1,1,1,1,0,3
3,2,2,2,2,2,1,0,2
1,3,3,1,1,2,1,0,48
4,3,2,1,1,1,1,150,36
4,2,1,1,1,1,1,0,8
1,1,2,2,3,2,1,0,5
3,2,2,3,3,2,1,0,24
4,2,3,1,1,2,1,0,24
2,2,2,1,1,2,1,0,2
2,2,1,3,3,3,1,0,3
1,1,3,1,1,2,2,50,60
4,2,1,3,3,2,1,0,5
1,2,2,1,1,2,1,50,2
0,2,2,1,1,2,1,0,2
4,2,1,1,1,2,1,0,12
3,2,1,1,1,2,1,500,3
1,2,1,1,2,2,1,0,1
4,2,2,3,3,3,1,75,12
2,2,1,1,1,2,1,0,3
4,2,2,3,3,2,1,0,48
4,2,2,1,1,3,1,10,1
1,3,2,2,2,2,1,0,4
4,2,2,1,2,3,1,0,1
1,2,1,1,2,2,1,0,2
2,2,2,3,3,3,1,0,1
2,2,2,1,2,2,1,0,2
3,2,1,1,1,2,1,0,2
1,1,2,1,1,1,1,0,12
2,2,1,1,1,2,1,0,2
2,2,1,2,2,2,3,0,2
3,2,1,1,2,1,1,50,12
2,1,1,1,2,2,1,0,2
3,2,1,2,2,2,1,0,4
3,2,1,1,1,3,1,0,4
3,2,2,1,2,2,1,40,1
2,2,1,1,1,1,1,50,4
3,2,1,1,1,2,1,50,2
1,2,1,1,1,2,1,50,1
4,2,2,3,3,3,1,0,5
2,2,3,1,1,2,1,250,1
4,2,1,1,2,2,1,0,1
3,2,2,1,2,2,1,50,2
3,2,2,1,1,1,1,0,8
4,2,1,1,1,2,1,0,32
1,2,2,2,2,2,1,0,2
1,2,1,1,1,2,1,0,6
4,2,1,1,1,2,1,0,2
1,2,2,1,1,2,2,0,2
4,2,1,1,1,1,1,0,39
2,2,1,3,3,3,2,0,2
4,2,1,3,3,1,1,0,17
2,1,1,3,2,2,1,0,1
4,1,1,1,1,1,1,0,6
4,2,3,1,1,3,1,0,26
2,2,1,3,3,2,1,0,2
1,2,1,2,2,2,1,0,4
1,2,1,1,2,2,1,0,2
1,2,1,2,2,2,1,0,1
1,2,2,1,2,2,1,0,6
4,2,1,1,1,2,2,1,24
2,3,2,1,1,2,1,0,36
1,2,2,2,2,2,1,0,2
3,2,1,1,2,3,1,0,2
4,2,1,3,3,3,1,0,12
3,1,2,1,1,2,1,0,2
2,2,1,1,2,2,2,0,1
4,1,1,3,3,3,1,0,1
1,2,3,1,1,1,1,0,84
