AdoptionSpeed,MaturitySize,FurLength,Dewormed,Vaccinated,Sterilized,Health,Fee,Age,NameCounts,Named
2,1,1,2,2,2,1,0,2,4,1
0,2,2,2,2,2,1,0,1,2,1
2,2,2,2,2,2,1,0,2,1,1
4,2,2,1,1,2,1,0,12,1,1
1,1,1,1,1,2,1,0,5,1,1
3,2,2,1,2,2,1,0,5,5,1
1,3,2,1,2,3,1,0,2,1,1
1,1,2,3,3,3,1,0,10,1,1
3,2,1,2,2,2,1,0,0,1,1
2,1,1,2,2,2,1,0,1,0,0
4,2,1,1,2,3,1,0,2,11,1
2,1,1,1,1,1,1,0,36,0,0
4,3,3,3,3,2,1,0,24,1,1
0,2,2,1,1,2,1,0,72,30,1
4,1,1,2,2,2,1,0,2,1,1
1,2,1,2,2,2,1,20,6,1,1
2,2,1,1,2,2,1,0,2,1,1
3,2,1,2,2,2,1,0,1,2,1
2,1,2,2,2,2,1,0,2,1,1
3,2,1,1,1,1,1,500,7,3,1
2,2,2,1,1,1,1,0,4,1,1
2,2,1,1,1,1,1,200,2,1,1
4,2,2,2,2,2,1,0,1,0,0
4,3,1,1,2,2,1,50,3,1,1
4,2,2,1,1,1,1,0,12,1,1
0,2,1,3,3,3,1,0,1,1,1
3,1,2,3,3,1,1,0,36,1,1
4,1,1,2,2,2,1,0,3,1,1
3,2,1,1,1,1,1,0,14,1,1
2,2,2,1,1,1,1,0,22,3,1
3,4,2,3,3,3,2,0,24,2,1
4,2,2,1,1,3,1,0,3,1,1
1,2,2,1,1,2,1,0,2,2,1
3,3,2,1,2,1,1,0,4,1,1
3,2,2,2,2,2,1,25,12,0,0
3,2,1,1,1,2,1,50,4,1,1
2,2,1,1,1,2,2,0,2,3,1
2,2,1,1,2,2,1,0,36,1,1
1,3,2,1,1,1,1,0,4,1,1
4,2,1,3,3,3,3,0,0,2,1
1,1,1,3,2,3,1,0,6,1,1
1,2,1,1,1,2,1,0,6,10,1
4,1,2,1,2,1,1,0,2,16,1
4,2,2,1,2,2,1,0,7,4,1
3,2,1,1,1,2,1,0,4,2,1
4,1,3,1,1,3,1,0,48,1,1
2,2,1,2,2,2,3,0,2,1,1
4,2,2,2,2,3,1,0,12,1,1
1,2,2,1,2,2,1,0,5,15,1
3,2,2,1,1,1,1,0,12,4,1
1,2,1,1,1,2,1,0,2,1,1
2,2,1,1,2,2,1,0,2,1,1
4,2,2,3,3,1,1,0,12,1,1
2,2,1,2,2,2,1,50,2,12,1
1,2,2,1,1,2,1,0,3,7,1
4,2,1,1,1,1,1,100,6,1,1
3,2,2,1,1,1,1,0,12,1,1
2,2,1,3,3,2,1,0,2,1,1
1,2,1,1,1,2,1,0,5,14,1
2,2,2,1,2,2,1,0,2,1,1
1,2,3,2,2,2,1,0,12,1,1
1,2,2,1,2,3,1,0,2,18,1
4,2,1,2,2,2,1,0,2,1,1
4,2,1,3,3,3,1,20,30,23,1
1,2,1,2,2,2,1,0,2,2,1
4,1,1,2,2,2,1,0,2,1,1
4,2,1,2,2,2,1,0,2,8,1
4,1,1,2,2,2,1,0,3,1,1
4,1,1,2,2,2,1,0,4,0,0
1,2,2,1,1,1,1,0,9,1,1
3,2,2,2,2,2,1,0,6,5,1
3,2,1,1,1,1,1,0,84,1,1
4,2,1,1,1,1,1,0,5,10,1
4,2,1,1,2,1,1,30,12,1,1
2,2,1,2,2,2,1,0,2,0,0
4,2,2,1,1,2,1,0,6,6,1
0,2,1,2,2,2,1,0,2,1,1
4,1,2,2,2,1,1,0,10,0,0
4,2,2,1,1,1,1,0,12,4,1
4,2,1,3,1,2,1,0,3,1,1
3,2,1,1,1,2,1,0,9,1,1
2,2,1,1,2,2,1,30,3,21,1
1,1,1,2,2,2,1,0,1,3,1
2,2,1,1,1,2,1,0,3,1,1
3,3,1,1,1,1,1,0,4,1,1
2,2,2,1,1,2,1,0,2,1,1
4,2,1,1,1,1,1,0,8,3,1
3,2,1,2,2,2,1,0,1,1,1
2,2,1,1,1,1,1,0,10,1,1
1,2,1,1,1,2,1,0,4,1,1
4,3,1,1,1,1,1,0,11,1,1
1,2,1,1,1,2,1,0,2,1,1
4,1,1,2,2,2,2,0,1,0,0
1,2,1,3,3,3,1,0,2,1,1
0,2,3,2,2,2,1,0,1,1,1
2,2,1,1,2,2,1,0,2,0,0
2,1,1,2,2,2,1,0,1,1,1
1,2,1,2,2,2,1,0,3,1,1
1,2,2,1,1,2,1,150,2,20,1
4,1,2,2,2,2,1,0,9,5,1
4,2,2,2,2,2,1,30,3,1,1
4,1,1,2,2,3,1,0,1,3,1
1,2,3,1,2,1,1,0,24,6,1
4,2,1,2,2,2,1,0,9,27,1
1,2,1,1,2,2,1,0,8,1,1
4,2,1,3,3,3,1,0,1,0,0
2,2,1,2,2,2,1,0,0,2,1
3,2,2,1,2,2,1,0,2,1,1
4,2,1,1,1,3,2,0,24,1,1
4,1,2,1,1,3,1,0,12,1,1
4,2,2,1,1,2,1,0,24,1,1
3,2,1,1,2,2,1,0,4,9,1
2,2,1,1,1,2,1,0,5,29,1
1,2,2,2,2,2,1,0,3,1,1
3,1,1,1,3,2,1,0,1,0,0
2,2,1,1,1,1,1,250,36,0,0
4,2,1,1,1,1,1,80,24,1,1
3,2,1,2,2,2,1,0,0,1,1
1,2,1,1,1,2,1,0,2,2,1
4,3,2,1,1,1,1,0,9,2,1
3,2,1,3,3,2,1,0,3,1,1
2,2,1,1,1,2,1,0,2,3,1
2,1,1,2,2,2,1,0,3,1,1
1,2,1,1,2,2,1,0,2,1,1
2,2,2,3,3,1,1,50,84,1,1
1,2,1,1,1,1,1,0,2,0,0
1,3,2,1,2,2,1,80,1,1,1
4,2,2,1,2,2,1,0,4,3,1
3,2,2,3,3,3,1,50,4,1,1
2,1,1,2,2,2,1,0,1,0,0
1,2,2,1,2,2,1,0,1,1,1
4,2,1,1,2,2,1,0,9,1,1
2,1,1,1,1,2,1,0,2,1,1
2,2,2,1,1,1,1,0,12,2,1
2,1,1,1,2,2,1,0,3,3,1
4,1,1,2,2,2,1,0,2,0,0
4,2,1,2,3,2,2,0,6,1,1
0,1,1,3,3,3,1,50,36,22,1
2,2,1,1,3,2,1,0,2,11,1
2,2,1,2,2,2,1,0,3,1,1
3,2,1,3,3,2,1,0,3,4,1
2,1,1,1,1,2,1,500,10,6,1
1,1,2,1,2,2,1,0,2,2,1
1,2,2,2,2,2,1,0,2,1,1
4,1,2,1,1,1,1,200,108,33,1
3,3,2,1,2,3,2,0,72,1,1
4,2,1,3,3,1,1,0,48,1,1
3,2,2,2,1,1,1,0,2,1,1
4,2,1,1,2,2,1,0,3,0,0
3,1,3,1,1,2,2,0,84,11,1
4,2,2,1,1,2,1,0,10,2,1
4,3,1,1,2,2,1,0,3,1,1
3,3,1,3,3,2,1,0,6,0,0
3,2,1,3,3,2,1,0,2,9,1
4,2,2,1,1,1,1,0,24,9,1
4,2,2,1,2,2,1,0,7,1,1
4,2,1,1,1,1,1,0,12,1,1
3,2,1,1,2,2,1,0,1,5,1
4,1,1,3,3,3,1,0,4,0,0
3,3,2,1,1,2,1,0,3,1,1
2,2,2,1,1,2,1,0,8,1,1
1,2,1,1,2,2,1,0,2,1,1
2,2,2,2,2,2,1,0,1,0,0
4,2,1,2,2,2,1,0,2,1,1
4,2,1,1,2,2,1,0,3,2,1
3,2,1,3,3,2,1,0,24,20,1
1,1,3,1,3,3,1,0,18,3,1
4,2,1,2,2,2,1,0,17,0,0
3,2,1,1,1,1,1,0,12,1,1
1,2,1,1,2,2,1,0,2,1,1
1,1,1,1,2,2,1,0,2,1,1
3,2,2,2,2,2,1,250,12,1,1
4,2,1,1,2,2,1,0,2,1,1
2,3,2,1,1,1,1,250,48,6,1
4,3,1,2,2,2,1,0,2,1,1
2,2,1,1,1,2,1,0,3,4,1
2,2,2,2,2,2,2,0,2,1,1
2,2,1,1,1,1,1,200,80,5,1
3,1,1,2,2,2,1,50,2,1,1
3,2,2,1,1,1,1,0,12,1,1
1,2,1,2,2,2,1,20,6,1,1
3,2,1,1,2,2,1,0,1,1,1
1,1,1,2,2,2,1,150,1,0,0
4,2,1,2,2,2,1,0,2,0,0
2,2,2,1,1,2,1,0,2,1,1
2,2,2,2,2,2,1,250,3,1,1
3,2,2,1,1,2,1,0,3,1,1
2,2,1,2,2,2,1,0,2,36,1
0,2,1,2,2,2,1,0,2,1,1
4,2,2,2,2,2,1,0,2,0,0
4,2,1,1,1,1,2,0,36,54,1
4,2,1,2,1,1,1,0,24,0,0
2,2,1,2,2,2,1,0,2,28,1
1,1,1,1,2,2,1,0,4,12,1
2,1,1,1,1,1,1,0,12,8,1
4,2,1,1,2,2,1,0,3,1,1
1,3,1,1,1,2,1,0,4,2,1
3,2,2,1,1,1,1,0,36,1,1
3,2,2,1,3,2,1,0,12,9,1
1,2,1,1,1,2,1,0,3,3,1
2,1,2,1,1,2,1,0,2,5,1
2,2,2,1,1,2,1,0,3,1,1
4,1,1,2,2,2,1,0,2,3,1
1,2,2,2,2,2,1,0,1,1,1
2,2,2,2,2,2,1,0,3,1,1
3,1,1,1,2,2,1,0,3,8,1
4,2,2,1,2,2,1,0,3,1,1
1,2,2,2,2,2,1,0,3,0,0
4,1,2,3,3,2,1,0,1,1,1
1,1,2,1,2,2,1,30,1,8,1
4,2,2,1,1,1,1,0,48,6,1
2,1,2,2,2,2,1,0,2,1,1
2,2,1,2,2,2,1,0,3,1,1
4,2,1,3,3,3,1,0,7,15,1
2,1,2,2,2,2,1,0,2,1,1
4,2,1,1,1,1,1,0,15,17,1
1,1,1,1,2,2,1,0,3,1,1
1,2,1,1,2,2,1,0,3,1,1
1,2,1,2,2,2,1,50,1,1,1
2,1,1,2,2,2,1,0,3,0,0
3,2,2,1,2,2,1,0,3,64,1
3,1,1,1,1,1,1,0,2,0,0
2,2,1,1,1,2,1,0,3,1,1
2,2,2,1,1,2,1,0,84,1,1
2,2,1,1,2,2,1,100,1,8,1
2,2,1,1,1,1,1,50,8,5,1
4,1,1,1,2,2,1,0,1,1,1
2,2,1,1,2,2,1,80,2,1,1
4,1,1,2,2,2,1,0,2,0,0
2,1,1,2,2,2,1,0,1,1,1
1,2,1,1,1,1,1,0,14,2,1
1,1,1,2,2,1,1,0,1,0,0
4,2,2,1,1,1,1,0,60,10,1
2,1,2,1,1,1,1,200,36,1,1
3,1,2,2,2,2,1,0,0,0,0
2,2,1,2,2,2,1,0,1,1,1
3,2,1,2,2,2,1,0,2,11,1
2,2,2,1,2,2,1,150,6,4,1
4,2,2,1,1,1,1,0,3,9,1
1,2,1,1,2,2,1,0,3,23,1
1,2,2,1,1,2,1,0,3,1,1
4,2,2,1,1,1,1,0,5,18,1
1,1,2,2,2,2,1,0,1,1,1
2,3,1,1,1,2,1,0,2,0,0
2,2,1,1,1,1,1,0,60,3,1
2,2,2,2,2,2,1,0,12,2,1
4,2,2,2,2,2,1,0,6,1,1
3,2,2,1,1,2,1,0,2,1,1
1,2,2,1,1,1,1,0,48,1,1
2,1,1,1,2,2,1,0,1,1,1
3,2,1,1,1,2,1,0,3,22,1
1,2,1,1,2,2,1,0,3,2,1
2,2,1,1,1,2,1,100,3,3,1
4,3,1,1,1,2,1,0,7,1,1
3,2,1,2,2,2,1,20,2,1,1
1,2,1,2,2,2,1,0,1,1,1
3,1,1,3,2,3,1,0,3,1,1
4,2,2,1,1,1,1,250,72,1,1
3,3,2,1,1,2,1,0,2,4,1
3,2,3,1,2,1,1,0,8,9,1
2,1,1,1,2,2,1,0,5,3,1
4,2,2,3,3,3,1,0,2,0,0
3,2,2,3,3,3,2,0,4,23,1
2,1,1,2,2,2,1,0,1,0,0
1,2,1,2,2,2,1,50,1,1,1
3,2,1,2,2,2,1,100,2,1,1
3,1,1,1,1,1,1,0,12,1,1
1,2,1,1,1,1,1,0,24,1,1
1,2,1,1,1,1,1,0,36,3,1
1,3,1,2,2,2,1,0,1,1,1
1,1,2,3,3,2,1,0,2,2,1
1,2,1,2,2,2,1,0,1,1,1
2,3,2,1,1,1,1,0,12,17,1
2,3,2,3,3,3,1,0,3,2,1
3,2,1,1,1,1,1,0,2,11,1
3,2,2,2,2,2,1,0,3,1,1
2,1,1,2,2,2,1,0,12,1,1
2,2,2,2,2,2,1,0,1,0,0
1,2,2,2,2,2,1,0,7,1,1
2,2,2,1,2,2,1,0,1,1,1
2,2,1,1,2,2,1,0,2,1,1
3,2,1,1,1,1,1,0,11,1,1
4,2,2,1,1,3,1,0,2,0,0
3,2,2,1,1,2,1,0,12,1,1
3,2,1,1,2,2,2,0,4,12,1
1,3,1,3,3,3,1,0,1,0,0
1,2,2,1,2,2,1,0,2,4,1
3,1,1,2,2,2,1,0,1,2,1
3,2,1,3,3,2,1,0,3,1,1
4,2,1,2,2,1,1,0,12,0,0
2,2,1,1,2,2,1,0,2,1,1
1,1,2,1,1,1,1,330,48,1,1
2,1,1,1,2,2,1,0,3,9,1
2,3,2,2,2,3,1,0,2,5,1
3,2,2,1,1,1,1,0,36,1,1
2,1,1,2,2,2,1,0,1,0,0
2,2,1,1,1,2,1,0,2,1,1
4,2,1,1,1,1,1,0,12,1,1
3,1,2,2,2,2,1,0,4,9,1
2,2,1,1,2,3,1,0,12,0,0
2,3,1,1,3,3,1,0,2,1,1
3,2,1,2,2,2,1,0,2,0,0
2,1,3,1,1,2,2,0,36,8,1
1,2,1,1,2,2,1,0,1,3,1
2,1,3,1,1,1,1,300,12,1,1
4,2,2,1,1,2,1,0,8,2,1
4,2,2,1,1,2,1,0,3,1,1
2,2,1,1,1,2,1,0,3,3,1
4,3,1,3,3,1,1,0,36,1,1
2,2,2,1,1,2,1,0,1,1,1
1,2,1,2,2,3,1,0,1,0,0
1,1,2,1,1,2,1,0,24,1,1
3,1,1,3,3,3,1,0,1,1,1
3,2,1,1,1,2,1,0,3,1,1
4,2,2,2,2,2,1,0,2,1,1
0,1,2,1,2,2,1,0,4,1,1
1,1,1,2,2,2,1,0,1,1,1
1,2,3,2,2,3,1,0,1,0,0
4,1,2,2,2,2,1,0,6,0,0
3,2,3,3,3,2,1,0,8,1,1
4,2,1,1,1,1,1,0,12,17,1
4,2,1,1,1,1,1,0,15,1,1
3,2,2,1,2,2,1,0,3,33,1
2,1,1,3,3,3,1,0,3,0,0
3,2,2,1,2,2,1,0,5,1,1
1,2,1,1,1,3,1,0,24,1,1
3,2,1,3,3,2,1,0,1,6,1
3,2,2,1,1,1,1,0,6,2,1
3,2,1,2,2,2,1,0,28,1,1
1,2,1,1,1,2,1,0,2,11,1
4,2,1,2,2,2,1,15,4,17,1
4,2,2,2,2,2,1,59,2,1,1
3,2,1,2,2,2,1,0,1,1,1
4,1,1,2,2,2,1,0,3,20,1
1,2,1,2,2,2,1,0,1,1,1
3,1,1,1,2,2,1,0,4,1,1
2,2,2,1,2,1,1,0,3,1,1
2,3,1,1,1,2,1,0,7,2,1
4,2,1,1,1,2,1,0,18,1,1
3,2,1,1,1,2,1,0,4,1,1
4,3,1,1,1,1,1,0,18,1,1
2,1,2,2,2,2,1,0,2,1,1
1,2,2,2,2,2,1,0,3,1,1
2,2,1,1,1,1,1,100,2,1,1
4,2,1,1,1,1,1,100,3,28,1
2,2,2,2,2,2,1,0,1,23,1
4,2,1,3,1,3,1,0,8,1,1
3,2,1,2,2,2,1,0,2,2,1
2,2,2,2,2,2,1,0,0,1,1
2,3,2,1,2,3,1,0,2,1,1
1,1,1,2,2,2,1,0,1,0,0
4,2,2,1,1,2,1,0,24,25,1
2,2,2,2,2,2,1,0,3,1,1
2,2,2,2,2,2,1,0,2,1,1
3,3,1,1,1,1,2,0,60,1,1
2,2,2,2,2,2,1,50,2,2,1
4,2,1,1,1,2,1,0,2,1,1
2,2,2,1,2,2,1,0,2,1,1
4,2,1,1,1,1,1,0,96,1,1
4,2,2,2,2,2,1,0,2,1,1
3,2,1,1,2,2,1,0,1,2,1
2,2,1,1,1,1,1,0,11,20,1
0,2,1,3,3,1,1,0,5,1,1
3,2,1,2,2,1,1,0,12,1,1
3,2,2,1,1,2,1,0,4,11,1
1,2,1,1,1,2,1,0,2,1,1
3,2,2,2,2,2,1,0,4,2,1
1,1,2,3,3,3,1,0,24,1,1
3,3,3,3,3,3,1,0,60,1,1
1,3,1,1,1,2,1,0,36,39,1
4,2,1,2,2,2,1,0,10,1,1
1,2,1,1,1,1,1,0,6,9,1
2,2,2,1,3,3,1,0,6,5,1
3,3,1,1,1,1,1,0,18,7,1
2,2,2,3,3,3,1,0,12,1,1
4,2,1,1,1,2,1,0,4,11,1
3,2,1,1,1,1,1,0,6,1,1
3,2,2,3,3,3,1,0,9,2,1
4,1,2,2,3,3,1,0,48,2,1
4,2,2,2,2,2,1,0,3,1,1
4,2,2,2,2,2,1,0,5,1,1
4,2,1,1,2,2,1,80,2,0,0
4,2,1,2,2,2,1,0,3,5,1
4,2,1,3,3,3,1,0,8,1,1
4,1,2,2,2,2,1,0,2,1,1
2,2,3,3,3,2,1,0,18,11,1
4,1,1,1,1,1,1,250,36,6,1
3,1,1,2,2,2,1,0,1,17,1
1,2,2,2,2,2,1,80,8,0,0
1,2,3,1,1,1,1,0,24,10,1
4,2,1,1,1,1,1,0,36,1,1
3,2,2,2,2,2,1,0,1,1,1
4,2,1,2,2,2,1,0,1,30,1
4,2,1,2,2,2,1,0,3,1,1
1,2,1,2,2,2,1,0,1,1,1
2,1,1,2,2,2,1,0,5,2,1
2,2,2,3,3,2,1,0,1,2,1
3,2,2,2,2,2,1,0,4,1,1
1,2,1,1,2,2,1,0,3,1,1
4,1,1,2,2,2,1,0,1,1,1
3,1,1,2,2,3,1,150,4,2,1
1,2,2,2,2,3,1,0,1,9,1
3,2,1,2,2,2,1,0,2,3,1
4,1,1,2,2,2,1,0,3,1,1
0,2,1,2,2,2,1,0,1,1,1
2,1,2,1,2,2,1,0,1,2,1
4,1,1,2,2,3,1,0,2,22,1
3,2,1,1,1,2,1,0,4,2,1
4,1,1,2,2,2,1,0,2,3,1
3,2,1,1,2,2,1,50,1,4,1
1,2,1,2,2,2,1,0,2,1,1
1,1,1,1,1,1,1,200,9,2,1
1,2,2,2,3,3,1,0,50,8,1
2,1,1,2,2,2,1,0,3,1,1
1,1,3,1,1,2,1,200,48,2,1
4,2,2,1,1,1,1,0,2,3,1
3,3,1,1,1,2,1,0,48,1,1
2,2,2,2,2,2,1,0,6,1,1
1,1,1,2,2,2,1,0,2,1,1
4,1,2,1,1,1,1,300,24,22,1
2,2,1,1,1,2,1,0,2,1,1
1,2,2,2,2,2,1,0,3,1,1
3,2,2,1,1,1,1,0,20,21,1
3,2,2,1,1,3,1,0,2,1,1
3,2,2,1,1,1,1,0,8,1,1
2,1,2,2,2,2,1,0,2,0,0
2,2,3,2,2,2,1,0,2,1,1
1,2,2,2,2,2,1,80,3,1,1
3,2,1,1,1,1,1,0,12,1,1
1,2,2,1,2,2,1,0,2,1,1
3,2,1,1,1,2,1,0,3,2,1
2,2,2,1,1,2,1,0,3,1,1
2,2,1,3,3,3,1,0,2,1,1
0,2,2,1,1,1,1,100,7,1,1
3,2,2,1,2,2,1,0,2,1,1
1,2,1,2,2,2,1,0,2,1,1
3,1,2,1,3,2,1,0,48,1,1
0,1,1,1,1,2,1,0,17,2,1
3,3,1,1,1,1,1,300,60,1,1
2,2,2,3,2,3,1,0,2,1,1
4,2,1,1,2,2,1,0,2,1,1
3,2,2,2,2,2,1,0,30,0,0
4,2,1,2,2,1,1,0,12,10,1
3,2,3,3,3,2,1,0,36,1,1
3,1,1,1,2,2,1,0,3,1,1
2,2,1,2,2,1,1,0,12,64,1
2,3,2,2,2,2,1,0,1,1,1
1,3,2,1,1,1,1,0,24,1,1
2,2,1,1,2,2,1,0,2,5,1
2,2,1,1,2,2,1,0,2,1,1
2,2,1,1,1,2,1,0,2,4,1
4,1,2,1,2,2,1,0,1,1,1
4,2,2,1,1,1,1,500,30,1,1
3,2,2,1,2,1,1,0,12,1,1
3,2,2,1,2,2,1,0,6,4,1
2,2,1,2,2,2,1,20,2,1,1
4,1,1,1,2,2,1,0,5,2,1
3,2,2,2,2,2,1,0,2,1,1
4,1,2,1,1,1,1,30,6,1,1
4,2,1,1,1,1,1,0,9,6,1
1,2,2,2,2,2,1,0,1,0,0
3,2,3,2,2,2,1,0,4,2,1
2,2,1,3,3,3,1,0,6,0,0
4,2,1,1,2,2,1,0,5,1,1
1,1,1,2,2,2,1,0,1,19,1
4,2,1,1,2,2,1,0,5,2,1
3,1,2,2,2,2,2,0,2,1,1
1,1,1,2,2,2,1,0,2,1,1
4,2,1,2,2,2,1,0,3,1,1
2,2,1,1,1,1,1,0,8,4,1
2,1,1,1,2,2,1,0,3,1,1
1,2,1,2,2,2,1,0,2,1,1
2,2,3,1,1,2,1,0,7,1,1
4,2,1,1,1,1,1,0,16,4,1
1,1,2,2,2,2,1,0,2,1,1
1,2,2,1,1,2,1,0,2,1,1
4,3,3,1,1,1,1,300,36,5,1
4,1,2,1,1,1,1,0,12,22,1
3,2,2,1,2,2,1,0,3,6,1
3,2,1,2,2,2,1,0,0,1,1
2,2,3,1,2,2,1,700,3,0,0
2,2,2,2,2,2,1,0,1,1,1
1,2,3,1,1,1,1,0,15,2,1
1,2,1,2,2,2,1,0,2,1,1
3,2,1,2,2,2,1,0,1,1,1
3,1,2,1,1,1,1,0,12,54,1
2,1,2,2,2,2,2,0,2,1,1
4,2,1,2,2,2,1,0,2,1,1
1,2,1,2,2,2,1,0,2,4,1
4,2,2,3,2,3,1,0,10,1,1
2,2,2,2,2,2,1,0,3,26,1
2,2,1,1,2,2,1,0,2,29,1
1,2,2,1,1,2,1,0,2,0,0
4,2,2,2,2,2,1,0,2,1,1
4,1,2,1,1,1,1,100,12,1,1
1,2,1,1,3,3,1,0,6,1,1
3,3,2,3,3,3,2,0,18,1,1
1,2,1,1,2,1,1,50,7,1,1
4,2,1,2,2,2,1,0,24,9,1
3,2,1,1,2,2,1,0,2,0,0
2,2,1,2,2,2,1,0,3,7,1
4,2,1,1,1,1,1,50,2,5,1
4,2,1,2,2,2,1,0,5,1,1
2,1,1,2,2,2,1,100,2,5,1
2,1,1,2,2,2,1,0,2,1,1
1,3,2,1,2,2,1,150,3,1,1
2,2,1,1,1,1,1,8,1,1,1
3,1,2,2,2,2,1,0,2,1,1
4,2,1,1,1,2,1,0,2,1,1
2,2,1,1,1,1,1,300,60,6,1
2,1,1,1,2,2,1,0,3,1,1
4,2,1,1,1,2,1,100,3,5,1
1,1,2,2,2,1,1,0,1,3,1
4,2,2,2,2,2,1,0,14,1,1
3,2,2,2,2,2,1,0,8,1,1
1,2,1,1,1,2,1,0,2,1,1
3,1,3,1,1,1,1,0,10,1,1
3,2,2,1,2,1,1,0,12,1,1
3,2,1,1,1,1,1,110,8,1,1
4,2,1,3,3,3,1,0,12,1,1
2,1,1,2,2,2,1,0,3,1,1
3,2,1,2,2,2,1,20,2,2,1
3,1,2,3,3,3,1,0,3,4,1
1,2,1,1,2,2,1,0,3,1,1
1,2,1,2,2,2,1,0,1,1,1
1,1,3,1,1,2,1,0,36,1,1
1,2,1,1,2,2,1,0,1,1,1
4,2,2,3,3,1,1,0,18,5,1
3,2,2,1,1,3,1,0,2,8,1
4,2,1,1,1,2,1,0,2,1,1
2,2,2,1,1,2,1,0,3,18,1
1,2,1,1,1,1,1,100,4,1,1
1,1,2,2,2,2,1,0,3,2,1
2,3,2,1,1,2,1,0,1,3,1
4,2,1,1,1,3,1,0,8,1,1
4,1,1,2,2,2,1,0,2,1,1
4,2,1,3,3,3,1,10,5,2,1
3,2,2,1,1,1,1,0,36,4,1
4,2,1,1,1,1,1,0,7,1,1
2,1,1,1,2,2,1,0,3,1,1
4,2,2,1,2,2,1,0,3,0,0
3,2,3,1,2,2,1,750,6,1,1
3,4,2,1,1,2,1,0,24,27,1
2,2,1,1,2,2,1,50,1,1,1
2,1,2,3,3,3,1,0,72,1,1
0,2,1,1,1,1,1,0,5,4,1
4,2,2,1,1,1,1,0,12,1,1
1,1,2,3,3,3,1,0,36,0,0
0,1,2,1,1,1,1,0,36,0,0
2,2,2,1,2,2,1,0,2,1,1
2,2,2,2,2,2,1,0,2,5,1
4,2,2,1,3,2,1,0,40,0,0
1,3,3,1,1,2,1,0,7,1,1
1,2,2,1,1,1,1,0,30,20,1
4,2,1,1,1,2,1,200,3,1,1
2,1,1,1,2,2,1,200,2,1,1
3,1,1,1,1,3,1,0,4,1,1
2,2,1,2,2,2,1,0,1,3,1
1,2,1,1,1,2,1,0,3,29,1
1,2,2,2,1,1,1,0,10,13,1
4,3,2,1,2,2,1,0,8,23,1
1,3,2,1,1,1,1,0,30,3,1
3,2,1,1,1,2,1,100,3,1,1
4,1,1,2,2,2,1,0,4,1,1
4,2,2,1,2,2,1,0,4,29,1
2,2,2,1,2,2,1,0,4,4,1
1,1,1,1,1,1,1,0,24,25,1
4,2,1,1,2,2,1,0,1,0,0
1,1,1,1,2,2,1,0,2,1,1
2,2,1,1,1,3,1,0,1,7,1
2,2,2,1,1,2,1,0,24,1,1
1,2,1,1,1,2,1,0,9,8,1
4,2,1,1,1,1,1,0,12,35,1
4,2,1,1,1,2,1,50,48,0,0
2,2,2,1,1,2,1,0,1,1,1
2,1,1,2,1,2,1,300,60,32,1
3,1,3,1,3,2,1,300,6,1,1
1,2,2,1,2,2,1,0,2,2,1
4,2,1,2,1,1,1,0,5,2,1
1,2,1,2,2,2,1,0,1,8,1
1,1,2,2,2,2,1,0,2,1,1
1,2,1,1,2,2,1,0,2,5,1
1,2,1,1,2,2,1,0,3,1,1
2,2,1,1,1,2,1,0,2,1,1
1,2,2,2,2,2,1,0,12,0,0
2,2,2,2,2,2,1,0,1,2,1
4,2,1,1,1,2,1,0,5,1,1
1,2,1,1,2,2,1,1,1,1,1
1,2,2,2,2,2,1,0,1,12,1
2,2,1,1,1,1,1,0,0,3,1
2,2,2,2,2,2,1,0,1,0,0
2,2,1,2,2,2,1,0,6,0,0
2,3,1,1,2,2,1,0,3,24,1
4,2,2,3,3,3,1,0,12,1,1
4,2,1,3,3,3,1,0,3,1,1
2,3,1,3,3,3,1,0,2,1,1
3,2,3,2,2,2,1,500,3,1,1
2,2,1,1,2,2,1,0,3,0,0
4,1,2,2,2,2,1,0,1,0,0
2,1,1,1,1,1,1,50,30,1,1
3,2,1,1,1,2,1,0,2,1,1
1,1,1,2,2,3,1,0,1,0,0
4,3,1,3,3,3,1,0,11,1,1
2,2,2,2,2,2,1,0,2,7,1
3,3,1,2,2,2,1,0,12,17,1
1,2,1,2,2,2,1,0,1,0,0
4,1,1,3,3,3,2,0,2,0,0
3,1,1,1,2,2,1,0,1,1,1
4,3,1,1,1,1,1,100,48,4,1
2,2,2,2,2,2,1,0,2,0,0
1,2,1,1,2,2,1,0,2,1,1
4,2,1,1,1,1,1,0,12,1,1
2,2,2,1,1,2,1,0,2,3,1
1,2,2,3,3,3,1,0,12,11,1
4,3,1,3,3,3,1,0,84,9,1
2,2,1,2,2,2,1,0,1,1,1
4,3,1,1,1,1,1,0,61,8,1
4,2,1,1,1,2,1,0,6,0,0
2,2,2,2,2,2,1,0,2,1,1
2,1,1,2,2,2,1,0,3,1,1
0,1,2,2,2,2,1,0,2,1,1
1,1,3,3,1,1,2,200,60,2,1
4,1,2,1,1,1,1,0,60,1,1
1,3,3,1,1,1,1,0,4,2,1
3,2,2,1,1,1,1,0,24,1,1
4,2,1,1,1,2,1,0,3,1,1
1,1,2,2,2,2,1,0,2,5,1
4,1,1,2,2,2,1,0,1,1,1
3,2,1,2,2,2,1,0,2,1,1
4,1,2,1,2,1,1,100,6,2,1
3,2,2,2,2,2,1,0,1,0,0
2,2,2,1,1,2,1,0,2,33,1
1,1,1,1,2,2,2,0,1,0,0
